1,Lunch,Peach Salad,754,41,25,33,2023-03-01 01:30,1
2,Snack,Peach Salad,748,27,14,22,2023-03-01 01:30,1
3,Lunch,Steamed Fish with Vegetables,276,57,41,11,2023-03-01 01:30,1
4,Lunch,Mango Smoothie,754,44,32,26,2023-03-01 07:30,1
5,Lunch,Mango Smoothie,221,22,12,41,2023-03-01 07:30,1
6,Breakfast,Mango Smoothie,526,26,15,19,2023-03-01 07:30,1
7,Lunch,Cobb Salad,807,41,14,31,2023-03-01 13:30,1
8,Snack,Protein Shake,793,21,53,45,2023-03-01 13:30,1
9,Snack,Hummus with Carrot Sticks,757,15,33,28,2023-03-01 13:30,1
10,Lunch,Mango Smoothie,419,30,47,10,2023-03-01 19:30,1
11,Lunch,Hummus with Carrot Sticks,328,48,32,11,2023-03-01 19:30,1
12,Breakfast,Streamed Veggies,329,48,31,31,2023-03-01 19:30,1
13,Breakfast,Streamed Veggies,761,41,17,28,2023-03-02 01:30,1
14,Snack,Streamed Veggies,247,37,11,42,2023-03-02 01:30,1
15,Dinner,Cobb Salad,595,19,28,22,2023-03-02 01:30,1
16,Snack,Cobb Salad,290,63,20,40,2023-03-02 07:30,1
17,Dinner,Scrambled Eggs,207,19,13,35,2023-03-02 07:30,1
18,Dinner,Peach Salad,675,61,50,35,2023-03-02 07:30,1
19,Snack,Mango Smoothie,809,23,11,13,2023-03-02 13:30,1
20,Dinner,Cheese Burger,549,58,14,45,2023-03-02 13:30,1
21,Dinner,Scrambled Eggs,425,57,55,13,2023-03-02 13:30,1
22,Lunch,Peach Salad,286,17,28,38,2023-03-02 19:30,1
23,Breakfast,Protein Shake,634,52,13,34,2023-03-02 19:30,1
24,Snack,Mango Smoothie,388,46,55,40,2023-03-02 19:30,1
25,Dinner,Steamed Fish with Vegetables,458,27,56,14,2023-03-03 01:30,1
26,Lunch,Cheese Burger,593,39,20,45,2023-03-03 01:30,1
27,Snack,Grilled Chicken Salad,694,30,56,28,2023-03-03 01:30,1
28,Dinner,Hummus with Carrot Sticks,387,32,28,27,2023-03-03 07:30,1
29,Snack,Protein Shake,284,31,13,26,2023-03-03 07:30,1
30,Snack,Mango Smoothie,883,59,58,43,2023-03-03 07:30,1
31,Snack,Stir Fried Veggies,277,66,29,34,2023-03-03 13:30,1
32,Breakfast,Grilled Chicken Salad,253,34,46,18,2023-03-03 13:30,1
33,Breakfast,Grilled Chicken Salad,691,29,19,20,2023-03-03 13:30,1
34,Dinner,Stir Fried Veggies,744,50,22,33,2023-03-03 19:30,1
35,Lunch,Grilled Chicken Salad,606,38,50,36,2023-03-03 19:30,1
36,Lunch,Cheese Burger,617,66,38,31,2023-03-03 19:30,1
37,Snack,Streamed Veggies,293,60,45,37,2023-03-04 01:30,1
38,Dinner,Cobb Salad,808,58,39,24,2023-03-04 01:30,1
39,Snack,Scrambled Eggs,579,17,43,26,2023-03-04 01:30,1
40,Dinner,Stir Fried Veggies,374,49,46,25,2023-03-04 07:30,1
41,Lunch,Streamed Veggies,689,23,15,33,2023-03-04 07:30,1
42,Snack,Peach Salad,439,15,26,27,2023-03-04 07:30,1
43,Lunch,Stir Fried Veggies,404,59,60,33,2023-03-04 13:30,1
44,Breakfast,Grilled Chicken Salad,762,43,19,32,2023-03-04 13:30,1
45,Dinner,Cheese Burger,400,44,55,16,2023-03-04 13:30,1
46,Breakfast,Hummus with Carrot Sticks,725,60,46,16,2023-03-04 19:30,1
47,Lunch,Hummus with Carrot Sticks,249,56,59,43,2023-03-04 19:30,1
48,Breakfast,Cobb Salad,322,15,16,35,2023-03-04 19:30,1
49,Breakfast,Hummus with Carrot Sticks,680,20,37,10,2023-03-05 01:30,1
50,Snack,Mango Smoothie,352,48,14,43,2023-03-05 01:30,1
51,Snack,Mango Smoothie,653,43,23,25,2023-03-05 01:30,0
52,Snack,Steamed Fish with Vegetables,843,51,17,34,2023-03-05 07:30,0
53,Breakfast,Mango Smoothie,734,44,60,24,2023-03-05 07:30,0
54,Dinner,Steamed Fish with Vegetables,550,17,21,35,2023-03-05 07:30,0
55,Dinner,Scrambled Eggs,433,42,51,36,2023-03-05 13:30,0
56,Dinner,Stir Fried Veggies,436,66,33,45,2023-03-05 13:30,0
57,Breakfast,Streamed Veggies,357,39,50,25,2023-03-05 13:30,0
58,Lunch,Stir Fried Veggies,202,60,44,20,2023-03-05 19:30,0
59,Dinner,Streamed Veggies,264,47,21,29,2023-03-05 19:30,0
60,Breakfast,Steamed Fish with Vegetables,539,59,58,36,2023-03-05 19:30,0
61,Breakfast,Cobb Salad,805,38,48,33,2023-03-06 01:30,0
62,Lunch,Streamed Veggies,514,62,23,32,2023-03-06 01:30,0
63,Snack,Peach Salad,233,36,52,30,2023-03-06 01:30,0
64,Dinner,Mango Smoothie,545,44,29,19,2023-03-06 07:30,0
65,Dinner,Mango Smoothie,275,47,26,43,2023-03-06 07:30,0
66,Lunch,Scrambled Eggs,367,65,42,23,2023-03-06 07:30,0
67,Dinner,Steamed Fish with Vegetables,753,69,14,12,2023-03-06 13:30,0
68,Snack,Mango Smoothie,715,36,29,10,2023-03-06 13:30,0
69,Breakfast,Hummus with Carrot Sticks,584,30,51,15,2023-03-06 13:30,0
70,Dinner,Peach Salad,374,26,22,23,2023-03-06 19:30,0
71,Dinner,Cobb Salad,480,51,51,17,2023-03-06 19:30,0
72,Snack,Stir Fried Veggies,316,31,38,36,2023-03-06 19:30,0
73,Breakfast,Cobb Salad,326,30,32,30,2023-03-07 01:30,0
74,Breakfast,Hummus with Carrot Sticks,897,20,43,26,2023-03-07 01:30,0
75,Snack,Peach Salad,513,29,28,24,2023-03-07 01:30,0
76,Dinner,Mango Smoothie,658,62,33,41,2023-03-07 07:30,0
77,Lunch,Streamed Veggies,608,58,50,12,2023-03-07 07:30,0
78,Lunch,Cobb Salad,614,59,30,31,2023-03-07 07:30,0
79,Snack,Mango Smoothie,815,69,57,21,2023-03-07 13:30,0
80,Snack,Hummus with Carrot Sticks,334,35,16,19,2023-03-07 13:30,0
81,Lunch,Streamed Veggies,475,36,32,21,2023-03-07 13:30,0
82,Snack,Cobb Salad,594,57,33,23,2023-03-07 19:30,0
83,Dinner,Grilled Chicken Salad,372,56,36,42,2023-03-07 19:30,0
84,Dinner,Steamed Fish with Vegetables,868,45,58,25,2023-03-07 19:30,0
85,Snack,Streamed Veggies,745,31,20,41,2023-03-08 01:30,0
86,Dinner,Scrambled Eggs,355,36,60,24,2023-03-08 01:30,0
87,Lunch,Grilled Chicken Salad,783,28,23,11,2023-03-08 01:30,0
88,Snack,Peach Salad,390,52,17,40,2023-03-08 07:30,0
89,Snack,Hummus with Carrot Sticks,751,36,16,18,2023-03-08 07:30,0
90,Lunch,Stir Fried Veggies,589,25,34,24,2023-03-08 07:30,0
91,Lunch,Streamed Veggies,417,18,58,41,2023-03-08 13:30,0
92,Breakfast,Mango Smoothie,874,55,33,42,2023-03-08 13:30,0
93,Snack,Cobb Salad,676,52,43,14,2023-03-08 13:30,0
94,Lunch,Protein Shake,408,69,50,12,2023-03-08 19:30,0
95,Snack,Cheese Burger,672,29,26,19,2023-03-08 19:30,0
96,Dinner,Cheese Burger,375,27,22,34,2023-03-08 19:30,0
97,Dinner,Mango Smoothie,320,66,36,40,2023-03-09 01:30,0
98,Breakfast,Peach Salad,335,23,59,36,2023-03-09 01:30,0
99,Lunch,Steamed Fish with Vegetables,898,27,19,37,2023-03-09 01:30,0
100,Dinner,Streamed Veggies,857,28,27,38,2023-03-09 07:30,0
101,Breakfast,Cobb Salad,872,57,32,22,2023-03-09 07:30,0
102,Dinner,Protein Shake,287,30,16,24,2023-03-09 07:30,0
103,Dinner,Streamed Veggies,460,17,39,24,2023-03-09 13:30,0
104,Breakfast,Scrambled Eggs,478,58,54,12,2023-03-09 13:30,0
105,Dinner,Stir Fried Veggies,811,52,36,23,2023-03-09 13:30,0
106,Breakfast,Cheese Burger,542,69,20,14,2023-03-09 19:30,0
107,Breakfast,Scrambled Eggs,557,59,32,20,2023-03-09 19:30,0
108,Breakfast,Grilled Chicken Salad,531,25,13,22,2023-03-09 19:30,0
109,Snack,Stir Fried Veggies,357,47,14,41,2023-03-10 01:30,0
110,Snack,Steamed Fish with Vegetables,556,57,33,30,2023-03-10 01:30,0
111,Breakfast,Steamed Fish with Vegetables,595,37,30,39,2023-03-10 01:30,0
112,Breakfast,Cheese Burger,392,66,40,37,2023-03-10 07:30,0
113,Lunch,Cobb Salad,529,33,55,31,2023-03-10 07:30,0
114,Breakfast,Peach Salad,492,45,51,24,2023-03-10 07:30,0
115,Snack,Cheese Burger,770,54,18,37,2023-03-10 13:30,0
116,Breakfast,Peach Salad,283,43,27,37,2023-03-10 13:30,0
117,Dinner,Hummus with Carrot Sticks,434,41,19,27,2023-03-10 13:30,0
118,Dinner,Stir Fried Veggies,232,17,24,16,2023-03-10 19:30,0
119,Snack,Steamed Fish with Vegetables,760,54,37,42,2023-03-10 19:30,0
120,Dinner,Streamed Veggies,368,62,60,42,2023-03-10 19:30,0
121,Snack,Mango Smoothie,391,30,57,40,2023-03-11 01:30,0
122,Lunch,Stir Fried Veggies,245,61,30,31,2023-03-11 01:30,0
123,Dinner,Protein Shake,368,23,13,31,2023-03-11 01:30,0
124,Lunch,Hummus with Carrot Sticks,345,54,35,15,2023-03-11 07:30,0
125,Snack,Cobb Salad,856,43,59,26,2023-03-11 07:30,0
126,Breakfast,Steamed Fish with Vegetables,513,57,12,45,2023-03-11 07:30,0
127,Breakfast,Peach Salad,809,41,15,10,2023-03-11 13:30,0
128,Breakfast,Steamed Fish with Vegetables,808,18,21,16,2023-03-11 13:30,0
129,Snack,Hummus with Carrot Sticks,878,45,47,27,2023-03-11 13:30,0
130,Breakfast,Mango Smoothie,831,59,16,45,2023-03-11 19:30,0
131,Breakfast,Peach Salad,413,50,27,18,2023-03-11 19:30,0
132,Dinner,Cobb Salad,265,68,14,19,2023-03-11 19:30,0
133,Snack,Cheese Burger,867,43,36,17,2023-03-12 01:30,0
134,Lunch,Grilled Chicken Salad,753,52,37,31,2023-03-12 01:30,0
135,Breakfast,Steamed Fish with Vegetables,879,17,43,31,2023-03-12 01:30,0
136,Snack,Cobb Salad,356,55,45,28,2023-03-12 07:30,0
137,Breakfast,Streamed Veggies,899,39,52,43,2023-03-12 07:30,0
138,Dinner,Scrambled Eggs,884,57,37,14,2023-03-12 07:30,0
139,Breakfast,Cheese Burger,692,67,50,21,2023-03-12 13:30,0
140,Lunch,Steamed Fish with Vegetables,439,27,27,16,2023-03-12 13:30,0
141,Lunch,Steamed Fish with Vegetables,786,46,40,20,2023-03-12 13:30,0
142,Snack,Peach Salad,411,62,10,23,2023-03-12 19:30,0
143,Lunch,Cobb Salad,395,39,59,17,2023-03-12 19:30,0
144,Snack,Protein Shake,790,29,55,35,2023-03-12 19:30,0
145,Snack,Cobb Salad,312,19,50,22,2023-03-13 01:30,0
146,Lunch,Cobb Salad,407,51,32,26,2023-03-13 01:30,0
147,Lunch,Scrambled Eggs,730,24,52,17,2023-03-13 01:30,0
148,Dinner,Grilled Chicken Salad,741,55,36,23,2023-03-13 07:30,0
149,Lunch,Cheese Burger,581,61,21,11,2023-03-13 07:30,0
150,Snack,Protein Shake,840,50,18,35,2023-03-13 07:30,0
151,Lunch,Cheese Burger,486,35,35,45,2023-03-13 13:30,0
152,Dinner,Cheese Burger,637,56,22,25,2023-03-13 13:30,0
153,Lunch,Cheese Burger,215,23,42,39,2023-03-13 13:30,0
154,Lunch,Stir Fried Veggies,209,16,16,19,2023-03-13 19:30,0
155,Snack,Cheese Burger,739,63,54,34,2023-03-13 19:30,0
156,Lunch,Cheese Burger,212,52,15,44,2023-03-13 19:30,0
157,Snack,Streamed Veggies,292,67,50,23,2023-03-14 01:30,0
158,Breakfast,Scrambled Eggs,888,53,23,45,2023-03-14 01:30,0
159,Dinner,Hummus with Carrot Sticks,735,39,43,21,2023-03-14 01:30,0
160,Lunch,Peach Salad,650,26,50,12,2023-03-14 07:30,0
161,Snack,Protein Shake,605,26,49,29,2023-03-14 07:30,0
